LESTE,NORTE,ANOM
662798,7284826,0.00
662898,7284826,0.00
662998,7284826,0.00
663098,7284826,0.00
663198,7284826,0.00
663298,7284826,0.00
663398,7284826,0.00
663498,7284826,0.00
663598,7284826,0.00
663698,7284826,0.00
663798,7284826,0.00
663898,7284826,0.00
663998,7284826,0.00
664098,7284826,0.00
664198,7284826,0.00
664298,7284826,0.00
652198,7284926,0.00
652298,7284926,0.00
652398,7284926,0.00
652498,7284926,0.00
652598,7284926,0.00
652698,7284926,0.00
652798,7284926,0.00
652898,7284926,0.00
652998,7284926,0.00
653098,7284926,0.00
653198,7284926,0.00
653298,7284926,0.00
653398,7284926,0.00
653498,7284926,0.00
653598,7284926,0.00
653698,7284926,0.00
653798,7284926,0.00
653898,7284926,0.00
653998,7284926,0.00
654098,7284926,0.00
654198,7284926,0.00
654298,7284926,0.00
654398,7284926,0.00
654498,7284926,0.00
654598,7284926,0.00
654698,7284926,0.00
654798,7284926,0.00
654898,7284926,0.00
654998,7284926,0.00
655098,7284926,0.00
655198,7284926,0.00
655298,7284926,0.00
655398,7284926,0.00
655498,7284926,0.00
655598,7284926,0.00
655698,7284926,0.00
655798,7284926,0.00
655898,7284926,0.00
655998,7284926,0.00
656098,7284926,0.00
656198,7284926,0.00
656298,7284926,0.00
656398,7284926,0.00
656498,7284926,0.00
656598,7284926,0.00
656698,7284926,0.00
656798,7284926,0.00
656898,7284926,0.00
656998,7284926,0.00
657098,7284926,0.00
657198,7284926,0.00
657298,7284926,0.00
657398,7284926,0.00
657498,7284926,0.00
657598,7284926,0.00
657698,7284926,0.00
657798,7284926,0.00
657898,7284926,0.00
657998,7284926,0.00
658098,7284926,0.00
658198,7284926,0.00
658298,7284926,0.00
658398,7284926,0.00
658498,7284926,0.00
658598,7284926,0.00
658698,7284926,0.00
658798,7284926,0.00
658898,7284926,0.00
658998,7284926,0.00
659098,7284926,0.00
659198,7284926,0.00
659298,7284926,0.00
659398,7284926,0.00
659498,7284926,0.00
659598,7284926,0.00
659698,7284926,0.00
659798,7284926,0.00
659898,7284926,0.00
659998,7284926,0.00
660098,7284926,0.00
660198,7284926,0.00
660298,7284926,0.00
660398,7284926,0.00
660498,7284926,0.00
660598,7284926,0.00
660698,7284926,0.00
660798,7284926,0.00
660898,7284926,0.00
660998,7284926,0.00
661098,7284926,0.00
661198,7284926,0.00
661298,7284926,0.00
661398,7284926,0.00
661498,7284926,0.00
661598,7284926,0.00
661698,7284926,0.00
661798,7284926,0.00
661898,7284926,0.00
661998,7284926,0.00
662098,7284926,0.00
662198,7284926,0.00
662298,7284926,0.00
662398,7284926,0.00
662498,7284926,0.00
662598,7284926,0.00
662698,7284926,0.00
662798,7284926,0.00
662898,7284926,0.00
662998,7284926,0.00
663098,7284926,0.00
663198,7284926,0.00
663298,7284926,0.00
663398,7284926,0.00
663498,7284926,0.00
663598,7284926,0.00
663698,7284926,0.00
663798,7284926,0.00
663898,7284926,0.00
663998,7284926,0.00
664098,7284926,0.00
664198,7284926,0.00
664298,7284926,0.00
652198,7285026,0.00
652298,7285026,0.00
652398,7285026,0.00
652498,7285026,0.00
652598,7285026,0.00
652698,7285026,0.00
652798,7285026,-0.00
652898,7285026,0.00
652998,7285026,-0.00
653098,7285026,0.00
653198,7285026,0.00
653298,7285026,0.00
653398,7285026,0.00
653498,7285026,0.00
653598,7285026,-0.00
653698,7285026,0.00
653798,7285026,0.00
653898,7285026,0.00
653998,7285026,0.00
654098,7285026,0.00
654198,7285026,0.00
654298,7285026,0.00
654398,7285026,0.00
654498,7285026,0.00
654598,7285026,0.00
654698,7285026,0.00
654798,7285026,0.00
654898,7285026,0.00
654998,7285026,-0.00
655098,7285026,0.00
655198,7285026,-0.00
655298,7285026,-0.00
655398,7285026,0.00
655498,7285026,-0.00
655598,7285026,-0.00
655698,7285026,0.00
655798,7285026,-0.00
655898,7285026,0.00
655998,7285026,0.00
656098,7285026,0.00
656198,7285026,0.00
656298,7285026,0.00
656398,7285026,0.00
656498,7285026,0.00
656598,7285026,0.00
656698,7285026,0.00
656798,7285026,-0.00
656898,7285026,-0.00
656998,7285026,0.00
657098,7285026,0.00
657198,7285026,0.00
657298,7285026,-0.00
657398,7285026,0.00
657498,7285026,0.00
657598,7285026,-0.00
657698,7285026,-0.00
657798,7285026,0.00
657898,7285026,0.00
657998,7285026,0.00
658098,7285026,0.00
658198,7285026,-0.00
658298,7285026,-0.00
658398,7285026,-0.00
658498,7285026,-0.00
658598,7285026,-0.00
658698,7285026,-0.00
658798,7285026,-0.00
658898,7285026,-0.00
658998,7285026,0.00
659098,7285026,0.00
659198,7285026,0.00
659298,7285026,0.00
659398,7285026,0.00
659498,7285026,0.00
659598,7285026,0.00
659698,7285026,-0.00
659798,7285026,0.00
659898,7285026,0.00
659998,7285026,-0.00
660098,7285026,-0.00
660198,7285026,0.00
660298,7285026,0.00
660398,7285026,0.00
660498,7285026,0.00
660598,7285026,0.00
660698,7285026,0.00
660798,7285026,0.00
660898,7285026,0.00
660998,7285026,-0.00
661098,7285026,-0.00
661198,7285026,-0.00
661298,7285026,-0.00
661398,7285026,-0.00
661498,7285026,-0.00
661598,7285026,0.00
661698,7285026,0.00
661798,7285026,-0.00
661898,7285026,-0.00
661998,7285026,-0.00
662098,7285026,0.00
662198,7285026,0.00
662298,7285026,0.00
662398,7285026,0.00
662498,7285026,0.00
662598,7285026,-0.00
662698,7285026,-0.00
662798,7285026,-0.00
662898,7285026,-0.00
662998,7285026,-0.00
663098,7285026,-0.00
663198,7285026,-0.00
663298,7285026,-0.00
663398,7285026,0.00
663498,7285026,0.00
663598,7285026,0.00
663698,7285026,-0.00
663798,7285026,0.00
663898,7285026,0.00
663998,7285026,-0.00
664098,7285026,-0.00
664198,7285026,0.00
664298,7285026,0.00
652198,7285126,0.00
652298,7285126,0.00
652398,7285126,0.00
652498,7285126,-0.00
652598,7285126,0.00
652698,7285126,0.00
652798,7285126,0.00
652898,7285126,0.00
652998,7285126,0.00
653098,7285126,0.00
653198,7285126,-0.00
653298,7285126,-0.00
653398,7285126,-0.00
653498,7285126,0.00
653598,7285126,0.00
653698,7285126,0.00
653798,7285126,0.00
653898,7285126,0.00
653998,7285126,0.00
654098,7285126,0.00
654198,7285126,-0.00
654298,7285126,-0.00
654398,7285126,0.00
654498,7285126,0.00
654598,7285126,0.00
654698,7285126,0.00
654798,7285126,0.00
654898,7285126,0.00
654998,7285126,0.00
655098,7285126,-0.00
655198,7285126,0.00
655298,7285126,0.00
655398,7285126,0.00
655498,7285126,0.00
655598,7285126,-0.00
655698,7285126,0.00
655798,7285126,0.00
655898,7285126,0.00
655998,7285126,0.00
656098,7285126,0.00
656198,7285126,0.00
656298,7285126,0.00
656398,7285126,0.00
656498,7285126,0.00
656598,7285126,0.00
656698,7285126,0.00
656798,7285126,-0.00
656898,7285126,0.00
656998,7285126,-0.00
657098,7285126,0.00
657198,7285126,-0.00
657298,7285126,0.00
657398,7285126,-0.00
657498,7285126,-0.00
657598,7285126,0.00
657698,7285126,0.00
657798,7285126,-0.00
657898,7285126,0.00
657998,7285126,-0.00
658098,7285126,0.00
658198,7285126,0.00
658298,7285126,-0.00
658398,7285126,0.00
658498,7285126,-0.00
658598,7285126,0.00
658698,7285126,-0.00
658798,7285126,0.00
658898,7285126,-0.00
658998,7285126,-0.00
659098,7285126,0.00
659198,7285126,-0.00
659298,7285126,0.00
659398,7285126,-0.00
659498,7285126,0.00
659598,7285126,-0.00
659698,7285126,0.00
659798,7285126,-0.00
659898,7285126,-0.00
659998,7285126,0.00
660098,7285126,0.00
660198,7285126,-0.00
660298,7285126,0.00
660398,7285126,-0.00
660498,7285126,0.00
660598,7285126,-0.00
660698,7285126,0.00
660798,7285126,-0.00
660898,7285126,-0.00
660998,7285126,0.00
661098,7285126,-0.00
661198,7285126,0.00
661298,7285126,0.00
661398,7285126,0.00
661498,7285126,-0.00
661598,7285126,-0.00
661698,7285126,-0.00
661798,7285126,0.00
661898,7285126,0.00
661998,7285126,0.00
662098,7285126,0.00
662198,7285126,-0.00
662298,7285126,-0.00
662398,7285126,-0.00
662498,7285126,0.00
662598,7285126,0.00
662698,7285126,-0.00
662798,7285126,0.00
662898,7285126,-0.00
662998,7285126,0.00
663098,7285126,-0.00
663198,7285126,0.00
663298,7285126,0.00
663398,7285126,-0.00
663498,7285126,0.00
663598,7285126,-0.00
663698,7285126,0.00
663798,7285126,-0.00
663898,7285126,-0.00
663998,7285126,0.00
664098,7285126,-0.00
664198,7285126,0.00
664298,7285126,0.00
652198,7285226,0.00
652298,7285226,0.00
652398,7285226,0.00
652498,7285226,0.00
652598,7285226,0.00
652698,7285226,-0.00
652798,7285226,0.00
652898,7285226,0.00
652998,7285226,-0.00
653098,7285226,0.00
653198,7285226,0.00
653298,7285226,0.00
653398,7285226,0.00
653498,7285226,-0.00
653598,7285226,0.00
653698,7285226,0.00
653798,7285226,0.00
653898,7285226,0.00
653998,7285226,0.00
654098,7285226,0.00
654198,7285226,0.00
654298,7285226,0.00
654398,7285226,0.00
654498,7285226,0.00
654598,7285226,-0.00
654698,7285226,0.00
654798,7285226,0.00
654898,7285226,0.00
654998,7285226,0.00
655098,7285226,0.00
655198,7285226,-0.00
655298,7285226,-0.00
655398,7285226,0.00
655498,7285226,-0.00
655598,7285226,-0.00
655698,7285226,0.00
655798,7285226,0.00
655898,7285226,0.00
655998,7285226,0.00
656098,7285226,0.00
656198,7285226,0.00
656298,7285226,0.00
656398,7285226,0.00
656498,7285226,0.00
656598,7285226,0.00
656698,7285226,-0.00
656798,7285226,0.00
656898,7285226,-0.00
656998,7285226,-0.00
657098,7285226,-0.00
657198,7285226,0.00
657298,7285226,0.00
657398,7285226,0.00
657498,7285226,0.00
657598,7285226,0.00
657698,7285226,-0.00
657798,7285226,-0.00
657898,7285226,-0.00
657998,7285226,-0.00
658098,7285226,0.00
658198,7285226,0.00
658298,7285226,0.00
658398,7285226,-0.00
658498,7285226,0.00
658598,7285226,0.00
658698,7285226,0.00
658798,7285226,-0.00
658898,7285226,-0.00
658998,7285226,-0.00
659098,7285226,-0.00
659198,7285226,0.00
659298,7285226,-0.00
659398,7285226,-0.00
659498,7285226,-0.00
659598,7285226,0.00
659698,7285226,0.00
659798,7285226,0.00
659898,7285226,0.00
659998,7285226,-0.00
660098,7285226,-0.00
660198,7285226,-0.00
660298,7285226,-0.00
660398,7285226,0.00
660498,7285226,0.00
660598,7285226,-0.00
660698,7285226,-0.00
660798,7285226,-0.00
660898,7285226,0.00
660998,7285226,0.00
661098,7285226,0.00
661198,7285226,-0.00
661298,7285226,-0.00
661398,7285226,0.00
661498,7285226,-0.00
661598,7285226,-0.00
661698,7285226,0.00
661798,7285226,0.00
661898,7285226,0.00
661998,7285226,-0.00
662098,7285226,-0.00
662198,7285226,-0.00
662298,7285226,-0.00
662398,7285226,0.00
662498,7285226,0.00
662598,7285226,0.00
662698,7285226,0.00
662798,7285226,-0.00
662898,7285226,-0.00
662998,7285226,0.00
663098,7285226,0.00
663198,7285226,0.00
663298,7285226,-0.00
663398,7285226,-0.00
663498,7285226,-0.00
663598,7285226,0.00
663698,7285226,-0.00
663798,7285226,-0.00
663898,7285226,0.00
663998,7285226,0.00
664098,7285226,-0.00
664198,7285226,-0.00
664298,7285226,0.00
652198,7285326,0.00
652298,7285326,0.00
652398,7285326,0.00
652498,7285326,0.00
652598,7285326,-0.00
652698,7285326,0.00
652798,7285326,0.00
652898,7285326,0.00
652998,7285326,0.00
653098,7285326,0.00
653198,7285326,0.00
653298,7285326,0.00
653398,7285326,-0.00
653498,7285326,0.00
653598,7285326,0.00
653698,7285326,0.00
653798,7285326,0.00
653898,7285326,0.00
653998,7285326,0.00
654098,7285326,-0.00
654198,7285326,0.00
654298,7285326,0.00
654398,7285326,-0.00
654498,7285326,-0.00
654598,7285326,0.00
654698,7285326,0.00
654798,7285326,-0.00
654898,7285326,0.00
654998,7285326,0.00
655098,7285326,0.00
655198,7285326,-0.00
655298,7285326,0.00
655398,7285326,0.00
655498,7285326,0.00
655598,7285326,-0.00
655698,7285326,0.00
655798,7285326,0.00
655898,7285326,0.00
655998,7285326,0.00
656098,7285326,0.00
656198,7285326,0.00
656298,7285326,-0.00
656398,7285326,-0.00
656498,7285326,0.00
656598,7285326,0.00
656698,7285326,0.00
656798,7285326,-0.00
656898,7285326,-0.00
656998,7285326,0.00
657098,7285326,-0.00
657198,7285326,-0.00
657298,7285326,0.00
657398,7285326,0.00
657498,7285326,0.00
657598,7285326,-0.00
657698,7285326,-0.00
657798,7285326,0.00
657898,7285326,-0.00
657998,7285326,-0.00
658098,7285326,-0.00
658198,7285326,-0.00
658298,7285326,0.00
658398,7285326,0.00
658498,7285326,0.00
658598,7285326,-0.00
658698,7285326,-0.00
658798,7285326,0.00
658898,7285326,-0.00
658998,7285326,0.00
659098,7285326,0.00
659198,7285326,-0.00
659298,7285326,-0.00
659398,7285326,0.00
659498,7285326,-0.00
659598,7285326,-0.00
659698,7285326,0.00
659798,7285326,0.00
659898,7285326,-0.00
659998,7285326,0.00
660098,7285326,-0.00
660198,7285326,0.00
660298,7285326,-0.00
660398,7285326,-0.00
660498,7285326,0.00
660598,7285326,0.00
660698,7285326,-0.00
660798,7285326,0.00
660898,7285326,0.00
660998,7285326,-0.00
661098,7285326,-0.00
661198,7285326,0.00
661298,7285326,0.00
661398,7285326,-0.00
661498,7285326,-0.00
661598,7285326,0.00
661698,7285326,0.00
661798,7285326,-0.00
661898,7285326,0.00
661998,7285326,0.00
662098,7285326,0.00
662198,7285326,0.00
662298,7285326,0.00
662398,7285326,-0.00
662498,7285326,-0.00
662598,7285326,-0.00
662698,7285326,0.00
662798,7285326,0.00
662898,7285326,-0.00
662998,7285326,-0.00
663098,7285326,0.00
663198,7285326,-0.00
663298,7285326,-0.00
663398,7285326,0.00
663498,7285326,-0.00
663598,7285326,0.00
663698,7285326,-0.00
663798,7285326,0.00
663898,7285326,0.00
663998,7285326,-0.00
664098,7285326,-0.00
664198,7285326,0.00
664298,7285326,-0.00
652198,7285426,0.00
652298,7285426,0.00
652398,7285426,0.00
652498,7285426,0.00
652598,7285426,0.00
652698,7285426,0.00
652798,7285426,0.00
652898,7285426,0.00
652998,7285426,-0.00
653098,7285426,0.00
653198,7285426,0.00
653298,7285426,0.00
653398,7285426,0.00
653498,7285426,0.00
653598,7285426,0.00
653698,7285426,-0.00
653798,7285426,0.00
653898,7285426,0.00
653998,7285426,0.00
654098,7285426,0.00
654198,7285426,0.00
654298,7285426,-0.00
654398,7285426,0.00
654498,7285426,0.00
654598,7285426,0.00
654698,7285426,0.00
654798,7285426,0.00
654898,7285426,0.00
654998,7285426,0.00
655098,7285426,0.00
655198,7285426,0.00
655298,7285426,-0.00
655398,7285426,-0.00
655498,7285426,-0.00
655598,7285426,-0.00
655698,7285426,0.00
655798,7285426,-0.00
655898,7285426,-0.00
655998,7285426,0.00
656098,7285426,0.00
656198,7285426,0.00
656298,7285426,0.00
656398,7285426,0.00
656498,7285426,0.00
656598,7285426,0.00
656698,7285426,-0.00
656798,7285426,-0.00
656898,7285426,0.00
656998,7285426,0.00
657098,7285426,-0.00
657198,7285426,-0.00
657298,7285426,0.00
657398,7285426,0.00
657498,7285426,-0.00
657598,7285426,-0.00
657698,7285426,0.00
657798,7285426,0.00
657898,7285426,-0.00
657998,7285426,0.00
658098,7285426,-0.00
658198,7285426,-0.00
658298,7285426,0.00
658398,7285426,0.00
658498,7285426,-0.00
658598,7285426,-0.00
658698,7285426,-0.00
658798,7285426,-0.00
658898,7285426,0.00
658998,7285426,0.00
659098,7285426,-0.00
659198,7285426,-0.00
659298,7285426,0.00
659398,7285426,0.00
659498,7285426,-0.00
659598,7285426,-0.00
659698,7285426,0.00
659798,7285426,0.00
659898,7285426,0.00
659998,7285426,-0.00
660098,7285426,0.00
660198,7285426,0.00
660298,7285426,-0.00
660398,7285426,-0.00
660498,7285426,0.00
660598,7285426,-0.00
660698,7285426,0.00
660798,7285426,0.00
660898,7285426,-0.00
660998,7285426,-0.00
661098,7285426,0.00
661198,7285426,0.00
661298,7285426,-0.00
661398,7285426,-0.00
661498,7285426,0.00
661598,7285426,0.00
661698,7285426,-0.00
661798,7285426,-0.00
661898,7285426,0.00
661998,7285426,0.00
662098,7285426,-0.00
662198,7285426,-0.00
662298,7285426,-0.00
662398,7285426,0.00
662498,7285426,-0.00
662598,7285426,-0.00
662698,7285426,0.00
662798,7285426,0.00
662898,7285426,-0.00
662998,7285426,0.00
663098,7285426,-0.00
663198,7285426,-0.00
663298,7285426,0.00
663398,7285426,0.00
663498,7285426,0.00
663598,7285426,-0.00
663698,7285426,0.00
663798,7285426,0.00
663898,7285426,-0.00
663998,7285426,-0.00
664098,7285426,0.00
664198,7285426,0.00
664298,7285426,0.00
652198,7285526,0.00
652298,7285526,0.00
652398,7285526,0.00
652498,7285526,0.00
652598,7285526,0.00
652698,7285526,0.00
652798,7285526,-0.00
652898,7285526,-0.00
652998,7285526,0.00
653098,7285526,0.00
653198,7285526,-0.00
653298,7285526,0.00
653398,7285526,-0.00
653498,7285526,-0.00
653598,7285526,0.00
653698,7285526,0.00
653798,7285526,0.00
653898,7285526,0.00
653998,7285526,0.00
654098,7285526,0.00
654198,7285526,0.00
654298,7285526,0.00
654398,7285526,0.00
654498,7285526,0.00
654598,7285526,0.00
654698,7285526,0.00
654798,7285526,-0.00
654898,7285526,0.00
654998,7285526,0.00
655098,7285526,0.00
655198,7285526,-0.00
655298,7285526,0.00
655398,7285526,-0.00
655498,7285526,0.00
655598,7285526,-0.00
655698,7285526,0.00
655798,7285526,0.00
655898,7285526,-0.00
655998,7285526,-0.00
656098,7285526,0.00
656198,7285526,0.00
656298,7285526,0.00
656398,7285526,0.00
656498,7285526,0.00
656598,7285526,-0.00
656698,7285526,-0.00
656798,7285526,0.00
656898,7285526,-0.00
656998,7285526,0.00
657098,7285526,-0.00
657198,7285526,-0.00
657298,7285526,0.00
657398,7285526,-0.00
657498,7285526,-0.00
657598,7285526,0.00
657698,7285526,-0.00
657798,7285526,0.00
657898,7285526,-0.00
657998,7285526,-0.00
658098,7285526,0.00
658198,7285526,-0.00
658298,7285526,0.00
658398,7285526,-0.00
658498,7285526,-0.00
658598,7285526,0.00
658698,7285526,-0.00
658798,7285526,0.00
658898,7285526,-0.00
658998,7285526,-0.00
659098,7285526,-0.00
659198,7285526,0.00
659298,7285526,-0.00
659398,7285526,0.00
659498,7285526,-0.00
659598,7285526,-0.00
659698,7285526,0.00
659798,7285526,-0.00
659898,7285526,0.00
659998,7285526,0.00
660098,7285526,0.00
660198,7285526,0.00
660298,7285526,-0.00
660398,7285526,-0.00
660498,7285526,-0.00
660598,7285526,0.00
660698,7285526,0.00
660798,7285526,-0.00
660898,7285526,0.00
660998,7285526,-0.00
661098,7285526,0.00
661198,7285526,-0.00
661298,7285526,0.00
661398,7285526,0.00
661498,7285526,0.00
661598,7285526,-0.00
661698,7285526,0.00
661798,7285526,-0.00
661898,7285526,0.00
661998,7285526,0.00
662098,7285526,-0.00
662198,7285526,0.00
662298,7285526,0.00
662398,7285526,-0.00
662498,7285526,0.00
662598,7285526,-0.00
662698,7285526,0.00
662798,7285526,-0.00
662898,7285526,0.00
662998,7285526,-0.00
663098,7285526,-0.00
663198,7285526,0.00
663298,7285526,0.00
663398,7285526,-0.00
663498,7285526,-0.00
663598,7285526,0.00
663698,7285526,0.00
663798,7285526,-0.00
663898,7285526,-0.00
663998,7285526,0.00
664098,7285526,-0.00
664198,7285526,0.00
664298,7285526,-0.00
652198,7285626,0.00
652298,7285626,0.00
652398,7285626,0.00
652498,7285626,0.00
652598,7285626,0.00
652698,7285626,0.00
652798,7285626,-0.00
652898,7285626,0.00
652998,7285626,0.00
653098,7285626,0.00
653198,7285626,0.00
653298,7285626,0.00
653398,7285626,0.00
653498,7285626,-0.00
653598,7285626,0.00
653698,7285626,0.00
653798,7285626,0.00
653898,7285626,0.00
653998,7285626,0.00
654098,7285626,-0.00
654198,7285626,0.00
654298,7285626,0.00
654398,7285626,0.00
654498,7285626,0.00
654598,7285626,0.00
654698,7285626,0.00
654798,7285626,-0.00
654898,7285626,-0.00
654998,7285626,0.00
655098,7285626,0.00
655198,7285626,0.00
655298,7285626,0.00
655398,7285626,-0.00
655498,7285626,0.00
655598,7285626,0.00
655698,7285626,0.00
655798,7285626,-0.00
655898,7285626,0.00
655998,7285626,0.00
656098,7285626,0.00
656198,7285626,-0.00
656298,7285626,-0.00
656398,7285626,0.00
656498,7285626,-0.00
656598,7285626,-0.00
656698,7285626,0.00
656798,7285626,0.00
656898,7285626,0.00
656998,7285626,0.00
657098,7285626,-0.00
657198,7285626,-0.00
657298,7285626,-0.00
657398,7285626,-0.00
657498,7285626,0.00
657598,7285626,-0.00
657698,7285626,0.00
657798,7285626,0.00
657898,7285626,-0.00
657998,7285626,-0.00
658098,7285626,-0.00
658198,7285626,0.00
658298,7285626,-0.00
658398,7285626,-0.00
658498,7285626,0.00
658598,7285626,0.00
658698,7285626,0.00
658798,7285626,-0.00
658898,7285626,-0.00
658998,7285626,-0.00
659098,7285626,0.00
659198,7285626,0.00
659298,7285626,0.00
659398,7285626,0.00
659498,7285626,-0.00
659598,7285626,-0.00
659698,7285626,-0.00
659798,7285626,-0.00
659898,7285626,0.00
659998,7285626,0.00
660098,7285626,0.00
660198,7285626,0.00
660298,7285626,0.00
660398,7285626,-0.00
660498,7285626,0.00
660598,7285626,0.00
660698,7285626,-0.00
660798,7285626,0.00
660898,7285626,-0.00
660998,7285626,-0.00
661098,7285626,-0.00
661198,7285626,-0.00
661298,7285626,0.00
661398,7285626,0.00
661498,7285626,-0.00
661598,7285626,-0.00
661698,7285626,-0.00
661798,7285626,-0.00
661898,7285626,0.00
661998,7285626,0.00
662098,7285626,0.00
662198,7285626,0.00
662298,7285626,-0.00
662398,7285626,0.00
662498,7285626,-0.00
662598,7285626,-0.00
662698,7285626,-0.00
662798,7285626,0.00
662898,7285626,-0.00
662998,7285626,-0.00
663098,7285626,0.00
663198,7285626,0.00
663298,7285626,-0.00
663398,7285626,-0.00
663498,7285626,0.00
663598,7285626,0.00
663698,7285626,-0.00
663798,7285626,-0.00
663898,7285626,0.00
663998,7285626,0.00
664098,7285626,0.00
664198,7285626,-0.00
664298,7285626,-0.00
652198,7285726,0.00
652298,7285726,0.00
652398,7285726,0.00
652498,7285726,0.00
652598,7285726,0.00
652698,7285726,-0.00
652798,7285726,0.00
652898,7285726,0.00
652998,7285726,-0.00
653098,7285726,0.00
653198,7285726,0.00
653298,7285726,0.00
653398,7285726,0.00
653498,7285726,0.00
653598,7285726,-0.00
653698,7285726,0.00
653798,7285726,0.00
653898,7285726,-0.00
653998,7285726,-0.00
654098,7285726,0.00
654198,7285726,-0.00
654298,7285726,-0.00
654398,7285726,0.00
654498,7285726,0.00
654598,7285726,0.00
654698,7285726,0.00
654798,7285726,0.00
654898,7285726,0.00
654998,7285726,0.00
655098,7285726,-0.00
655198,7285726,0.00
655298,7285726,0.00
655398,7285726,-0.00
655498,7285726,-0.00
655598,7285726,0.00
655698,7285726,0.00
655798,7285726,0.00
655898,7285726,-0.00
655998,7285726,-0.00
656098,7285726,-0.00
656198,7285726,-0.00
656298,7285726,0.00
656398,7285726,-0.00
656498,7285726,-0.00
656598,7285726,0.00
656698,7285726,0.00
656798,7285726,-0.00
656898,7285726,0.00
656998,7285726,-0.00
657098,7285726,0.00
657198,7285726,0.00
657298,7285726,-0.00
657398,7285726,-0.00
657498,7285726,0.00
657598,7285726,-0.00
657698,7285726,0.00
657798,7285726,0.00
657898,7285726,-0.00
657998,7285726,0.00
658098,7285726,0.00
658198,7285726,-0.00
658298,7285726,-0.00
658398,7285726,0.00
658498,7285726,0.00
658598,7285726,-0.00
658698,7285726,0.00
658798,7285726,0.00
658898,7285726,-0.00
658998,7285726,-0.00
659098,7285726,-0.00
659198,7285726,0.00
659298,7285726,0.00
659398,7285726,-0.00
659498,7285726,0.00
659598,7285726,0.00
659698,7285726,-0.00
659798,7285726,0.00
659898,7285726,-0.00
659998,7285726,-0.00
660098,7285726,-0.00
660198,7285726,-0.00
660298,7285726,0.00
660398,7285726,0.00
660498,7285726,0.00
660598,7285726,-0.00
660698,7285726,0.00
660798,7285726,-0.00
660898,7285726,-0.00
660998,7285726,0.00
661098,7285726,-0.00
661198,7285726,-0.00
661298,7285726,-0.00
661398,7285726,-0.00
661498,7285726,0.00
661598,7285726,0.00
661698,7285726,-0.00
661798,7285726,0.00
661898,7285726,-0.00
661998,7285726,-0.00
662098,7285726,0.00
662198,7285726,-0.00
662298,7285726,0.00
662398,7285726,-0.00
662498,7285726,0.00
662598,7285726,0.00
662698,7285726,0.00
662798,7285726,-0.00
662898,7285726,-0.00
662998,7285726,0.00
663098,7285726,-0.00
663198,7285726,0.00
663298,7285726,0.00
663398,7285726,-0.00
663498,7285726,-0.00
663598,7285726,0.00
663698,7285726,-0.00
663798,7285726,0.00
663898,7285726,-0.00
663998,7285726,0.00
664098,7285726,0.00
664198,7285726,-0.00
664298,7285726,-0.00
652198,7285826,0.00
652298,7285826,0.00
652398,7285826,0.00
652498,7285826,0.00
652598,7285826,0.00
652698,7285826,0.00
652798,7285826,-0.00
652898,7285826,0.00
652998,7285826,-0.00
653098,7285826,0.00
653198,7285826,-0.00
653298,7285826,0.00
653398,7285826,0.00
653498,7285826,-0.00
